workdays,days_per_week,hours_per_week,is_remote,is_flexible
دلخواه,,,0,0
شنبه تا چهارشنبه8/30-17/30  پنجشنبه 8/30--12/30,,,0,0
شنبه تا چهارشنبه 8 تا 16:30,5,51,0,0
شنبه تا چهارشنبه ساعت 6:30 تا 14:30، پنجشنبه 6:30  تا 12,6,59,0,0
شنبه تا پنج شنبه ساعت 8:30 الی 17:30,1,9,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنجشنبه,,,0,0
6 روزی کاری,,,0,0
شنبه تا چهارشنبه 8:15 الی 17 پنجشنبه تا 13,6,61.25,0,0
8:00 تا 15:30,,,0,0
شنبه تا چهارشنبه از ساعت 8 الی18 - پنج شنبه 8 الی12,5,64,0,0
7:30 الی 15:05,,,0,0
شنبه تا چهارشنبه از ساعت 8 صبح  تا 17  عصر و پنجشنبه از 8صبح الی 12 ظهر,,,0,0
شنبه الی چهارشنبه 7:30 الی 16:30,5,54,0,0
شنبه تا چهارشنبه از 8:00الی 17:00,5,54,0,0
شنبه تا چهارشنبه 8:30 تا 17,5,51,0,0
8 الی 20 و برعکس,,,0,0
شنبه تا چهارشنبه 7 تا 16:15 / 8:15 تا 17:30,5,55.5,0,0
شنبه تا چهارشنبه 8:00 الی 16:00 پنجشنبه 8:00 الی 12:00,6,56,0,0
شنبه تا پنجشنبه 9 تا 19,6,70,0,0
شنبه تا چهارشنبه 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنبه از 8صبح الی 16:30 و پنج شنبه از 8 صبح الی 14:30,,,0,0
سه روز در هفته (توافقی),,,0,0
هر روز هفته بسته به شرایط کاری,,,0,0
طبق شرایط کاری پروژه جهت همکاران بومی و غیر بومی,,,0,0
شنبه تا چهارشنبه 7:00 تا 18:00,5,66,0,0
شنبه تا پنجشنبه 8 تا 17,6,63,0,0
شنبه تا چهارشنبه 8 تا 16 و پنجشنبه ها 8 تا 15,6,62,0,0
شنبه تا چهارشنبه ساعت 08:30 الی 17، پنجشنبه 08:30 تا 13:30,6,61,0,0
شنبه تا چهارشنبه 8:30 تا 17:30 و پنج شنبه 8:30 تا 13,5,58.5,0,0
شنبه تا چهارشنبه 7 تا 15:15 و پنج شنبه ها 7 تا 12:30,5,55,0,0
شنبه تا پنج شنبه از ساعت 9 الی 21:00,1,12,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه از 7:30الی 16 و شیفت عصرو شب,5,51,0,0
"از شنبه تا چهار شنبه از 8:00 صبح تا 17:00 , پنجشنبه ها یک هفته در میان 8:00 تا 13:00",2,10,0,0
Saturday To Wednesday,,,0,0
شنبه تا چهارشنبه 9 الی 17,5,48,0,0
شنبه تا چهارشنبه 8:30 الی 17 پنجشنبه 8:30 الی 13:00 (یک ساعت شناور),6,59.5,0,0
شنبه تا چهارشنبه :08:30 تا 17:00 - پنج شنبه ها 08:30 تا 12:30,5,55,0,0
از 7 الی 19 و 19 تا 7,,,0,0
شنبه تا جمعه 11 تا 1 شب,7,-80,0,0
شنبه تا چهارشنبه 8:30 تا 17:30- پنج شنبه ها 8:30 تا 12:30,5,58,0,0
شنبه تا 4 شنبه - 8:30 الی 17:20,,,0,0
روزهای شنبه تا چهارشنبه: ساعت 9-18,,,0,0
شنبه تا چهارشنبه 8:30 الی 17 / پنجشنبه ها 8:30 الی 12:30,6,59.5,0,0
شنبه تا چهارشنبه 8 الی 16:30 پنجشنبه تا 13,6,59.5,0,0
تمام روزها,,,0,0
ازشنبه تا چهارشنبه از ساعت 8:30 تا 17 پنج شنبه ها از ساعت 8:30 تا 13 یک هفنه در میان,5,51,0,0
شنبه تا چهارشنبه : 8:30 الی 17:00 و پنج شنبه : 8:30 الی 13:00,5,55.5,0,0
شنبه تا چهارشنبه 8:30 الی 17 پنج شنبه 9:30 الی 13,5,51,0,0
شنبه تا چهارشنبه ساعت 8 - 16,,,0,0
شنبه تا چهارشنبه 8 تا 5 / پنجشنبه ها تا 13,6,-21,0,0
شنبه تا پنج شنبه ساعت 10 تا 4,1,-6,0,0
روزکار,,,0,0
5 Working Days - 9 Hours / Day,,,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
8 الی 16,,,0,0
شنبه تا چهارشنبه 8:00 الی 16:30  و پنج شنبه ها 12-8,5,51,0,0
شنبه تا چهارشنبه 8 تا 17 /پنجشنبه 8 تا 12:30,6,63,0,0
شنبه تا پنجشنبه - ساعت کار فروشگاهی,,,0,0
یکشنبه تا چهارشنبه ساعت 8:30 الی 18:00 و پنجشنبه  8:30 الی 14:00,6,68,0,0
شنبه تا چهارشنبه ساعت 7:30 تا 16:15,5,52.5,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
اقماری,,,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه 8 تا 17- پنج شنبه تا 13,5,54,0,0
شنبه تا چهارشنبه 8:30 تا 17:30 / پنجشنبه 8:30 تا 12:30,6,63,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 13,6,63,0,0
شنبه تا چهارشنبه ، 8 الی 16:30,,,0,0
شنبه تا پنج شنبه 9 تا 17,1,8,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه ساعت 8:30 الی 17:20,5,53,0,0
شنبه تا پنجشنبه 9 الی 17,6,56,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17 و پنجشنبه ها از ساعت 8 تا 13,6,64,0,0
شنبه الی چهارشنبه 8:30 الی 16.30  پنج شنبه ها8:30 الی 12:30,5,45,0,0
تمام وقت,,,0,0
شنبه تا پنج شنبه با توجه به مسیرهای داده شده,,,0,0
شنبه تا چهارشنبه 7:00 الی 14:00 - پنج شنبه ها 7:00 الی 11:30,5,46.5,0,0
شنبه تا چهارشنبه 07:30 الی 16:30,5,54,0,0
شنبه تا چهارشنبه  8 تا 17 / پنج شنبه اضافه کاری,5,54,0,0
شنبه تا پنج شنبه,,,0,0
یکشنبه الی پنجشنبه,,,0,0
شنبه تا چهارشنبه 8 تا 18، پنج شنبه 8 تا 15,5,67,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه ساعت 08:30 الی 17 و پنجشنبه های یک هفته در میان ساعت 08:30 الی 12:30,6,59,0,0
شنبه تا چهارشنبه - 8 الی 17,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه از 8 الی 16:45,5,52.5,0,0
شنبه تا چهارشنبه از ساعت 07:30 تا 16:00 پنج شنبه از ساعت 07:30 تا 11:30,5,51,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
شنبه تا چهارشنبه از ساعت 7:30 تا 16:30,5,54,0,0
شنبه الی چهارشنبه 8:30 الی 17:00,5,51,0,0
7:00 تا 17 شنبه تا چهارشنبه و پنجشنبه ها از 7:00 تا14:00,6,74,0,0
شنبه تا پنج شنبه,,,0,0
17-Aug,,,0,0
شنبه الی سه شنبه 07:00 الی 16:00 چهارشنبه  07:00 الی 15:00,5,54,0,0
شنبه الی چهارشنبه از 8 الی 17 پنجشنبه ها 13:30,6,63,0,0
شنبه الی چهارشنبه 8 صبح الی 17 و روزهای پنجشنبه 8 الی12 در صورت شیفت و یا ضرورت کاری,2,8,0,0
شنبه تا چهارشنبه 9 الی 17 پنجشنبه 9 الی 14,6,56,0,0
9 الی 18,,,0,0
شنبه تا چهارشنبه 9تا 5 پنجشنبه 9تا13,6,-28,0,0
شنبه تا چهارشنبه8:00 الی 17:00 - پنج شنبه ها در صورت نیاز,5,54,0,0
: شنبه تا چهارشنبه 9:30 الی 17:30 ، پنجشنبه ها 9:30 تا 14:30,6,58,0,0
23 روز کار - 7 روز رست - ساعت کاری07:00 الی 17:00,,,0,0
شنبه تا چهارشنبه از ساعت 8:30 تا 18,5,57,0,0
شنبه الی چهارشنبه 8:30 الی 17:00-پنج شنبه 8:30 الی 12:30,5,55,0,0
شنبه تا چهارشنبه از 8:00 الی 18:00,5,60,0,0
شنبه تا چهارشنبه 9-17,,,0,0
شنبه تا چهارشنبه از 7.30 تا 17.20,5,-78,0,0
شنبه تا پنج شنبه,,,0,0
شنبه الی چهارشنبه 8:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه 7:30 تا 16:15,5,52.5,0,0
شنبه تا چهارشنبه 8 الی 16:30، پنج شنبه 8 الی 13,5,56,0,0
روزهای غیر تعطیل 7الی15,,,0,0
شنبه تا چهارشنبه 8 تا 17 و پنجشنبه ها 8 تا 14,6,66,0,0
شنبه تا چهار شنبه ساعت 8:30 الی 17:30 پنجشنبه 8:30 الی 13:30,2,18,0,0
شنبه تا چهارشنبه 8-17,,,0,0
شنبه تا چهارشنبه ساعت 8:30 تا 17 - پنجشنبه ساعت 8:30 تا 13,6,60,0,0
شنبه تا چهارشنبه 07:30 لغایت 16:00 و دو پنجشنبه در ماه کاری 07:30-12,,,0,0
شنبه تا چهارشنبه (8:30 الی 17:00) پنجشنبه ها یک هفته در میان (8:30 الی 14:00),6,59.5,0,0
شنبه تا جمعه 16 الی 12 شب,7,-32,0,0
5 روز  از ساعت 9 الی 17 و 1 روز 9 الی 13,,,0,0
شنبه الی پنجشنبه,,,0,0
Saturday to Wednesday at 8 to 16,,,0,0
شنبه تا چهارشنبه 8 الی 18,5,60,0,0
شنبه تا چهارشنبه ساعت 11 تا18,5,42,0,0
شنبه تا پنجشنبه 8/5 تا 15/30,6,70,0,0
Saturday to Wednesday 8:15 to 17:15,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه الی پنجشنبه,,,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
8الی19,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 08:00  الی 16:45,5,52.5,0,0
Full Time,,,0,0
شنبه تا چهارشنبه 8-17,,,0,0
شنبه تا چهارشنبه 9 تا 18,5,54,0,0
شنبه تا پنجشنبه 8-17,,,0,0
ساعت کاری شنبه تا چهارشنبه 8.30 الی17:30 / پنج شنبه ها (دو بار در ماه) 8:30 الی 13,5,-75,0,0
شنبه تا چهارشنبه- ساعت 8 الی 16:48,,,0,0
شنبه تا چهارشنبه از 8:30 الی 17:20,5,53,0,0
شنبه تا پنجشنبه 8 تا 16,6,56,0,0
شنبه تا چهارشنبه 9 تا 17 و  پنج شنبه 9 تا 13,5,52,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30,5,54,0,0
یکشنبه تا پنجشنبه ساعت 7:30 الی 16:15,6,61.25,0,0
شنبه تا چهارشنبه : 17-8,,,0,0
شنبه الی چهارشنبه,,,0,0
شیفتی,,,0,0
شنبه تا چهارشنبه 8 الی 19 و پنجشنبه ها 8 الی 16,6,82,0,0
شنبه تا پنج شنبه 9 تا 18,1,9,0,0
تمام روزهای هفته/تمام وقت,,,0,0
شنبه الی چهارشنبه 8 الی 17 و 5شنبه 8الی 12,5,58,0,0
شیفت های چرخشی 1 ماهه,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8 الی 17:15,5,55.5,0,0
شنبه تا پنج شنبه 8 تا 17,1,9,0,0
شنبه تا چهارشنبه 7:00 تا 16:30 - پنجشنبه ها تا 12:30,5,57,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه (8:15 تا 17),5,52.5,0,0
شنبه تا چهارشنبه 9 الی 17,5,48,0,0
شنبه تا چهارشنبه: 8:30 الی 17:30 - پنج شنبه ها: 8:30 الی 12:30,5,58,0,0
شنبه تا چهارشنبه 8 تا 16- پنج شنبه 8 تا 13,5,53,0,0
شنبه تا چهارشنبه 8 الی 18/پنجشنبه ها تعطیل,6,70,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهار شنبه 8:30 الی 17.  پنجشنبه 8:30 الی 13,2,17,0,0
شنبه الی چهارشنبه از ساعت 7:30 الی 16:30,5,54,0,0
6 روز - 47 ساعت,,,0,0
شنبه تا پنجشنبه 8 الی 16,6,56,0,0
ساعت کاری  :شنبه تا چهار شنبه  از ساعت 8 الی 17 ( 9 الی 18),1,9,0,0
شنبه تا چهارشنبه 9 تا 18,5,54,0,0
شنبه تا پنجشنبه 8 تا 13:30 و 16:00 تا 18:00 و یا 8 تا 16 بطور یکسره,6,38.5,0,0
07:30 الی:30: 17,,,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17:20,5,56,0,0
شنبه تا چهارشنبه 8-17,,,0,0
ساعت 07:45 تا 16:00,,,0,0
از شنبه تا چهارشنبه 9:30 تا 18:30 پنج شنبه تا 15:00,5,54,0,0
شنبه تا چهار شنبه 9 تا 17,1,8,0,0
شنبه تا سه شنبه 8:00 تا 17:00 چهارشنبه 8:00 تا 16:00,5,54,0,0
شنبه تا چهارشنبه 8:30 تا 16:30 و پنچ شنبه 8:30 تا 12:30,5,52,0,0
ساعات اداری شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 9 تا 17، پنج شنبه 9 تا 13 / همراه با شیفت,5,52,0,0
شنبه تا چهارشنبه 9 الی 17 - پنجشنبه 9الی 13,6,56,0,0
,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه از ساعت 9 صبح الی 17:30، پنجشنبه از ساعت 9 صبح الی 13,,,0,0
شنبه تا چهارشنبه - 8 تا 17,,,0,0
شنبه تا چهارشنبه 7:30 تا 17,5,57,0,0
شنبه تا چهارشنبه 9 تا 17 و پنجشنبه تا 13,5,48,0,0
شنبه تا پنج شنبه,,,0,0
,,,0,0
شنبه تا چهارشنبه از ساعت  8 الی 17  و   پنجشنبه 8 الی 14,6,66,0,0
17-Aug,,,0,0
شنبه تا چهارشنبه ساعت 7 الی 16,5,54,0,0
شنبه تا چهارشنبه   الی 16:00 و پنجشنبه به صورت نیمه وقت,,,0,0
شنبه تا چهارشنبه 8 تا 16:30,5,51,0,0
شنبه تا چهارشنبه از 8:30 الی 17:20,5,53,0,0
شنبه تا چهارشنبه 08 تا 17 (یک ساعت شناوری),5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8 الی 17 - پنج شنبه 8 الی 13,5,59,0,0
شنبه تا چهارشنبه  7:30 الی 16:30,5,54,0,0
شنبه تا چهارشنبه_ 07:30 تا 16:20,5,53,0,0
شنبه تا چهارشنبه ساعت 8:30 تا 17  و پنج شنبه ها تا ساعت 13,5,51,0,0
شنبه تا چهارشنبه 7:15 الی 16:15,5,54,0,0
یکشنبه تا پنجشنبه09:00 الی 18:00,6,63,0,0
ساعت کاری منعطف,,,0,1
شنبه تا چهارشنبه  8 الی 16:30 پنج شنبه 8 الی 12,5,51,0,0
شنبه تا چهارشنبه از ساعت 8-17,,,0,0
شنبه تا چهارشنبه - 8:30 الی 17:30,,,0,0
شنبه تا چهارشنبه 9 الی 17:30,5,51,0,0
شنبه تا پنجشنبه,,,0,0
شنبه-پنج شنبه 8 الی 17,1,9,0,0
شنبه تا پنج شنبه,,,0,0
9 تا 18 پنجشنبه ها تعطیل,2,18,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنج شنبه 8 صبح تا 17 بعد از ظهر,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 9صبح تا 17 پنج شنبه 9صبح تا 12:30,,,0,0
شنبه تا چهارشنبه ساعت 9:30 تا 16:30 و پنج شنبه ها 9:30 تا 13:30,5,46,0,0
یکشنبه تا پنجشنبه 9 الی 17 - جمعه 9 الی 13,7,60,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 08:30تا 17:30(پنج شنبه:8:30 تا 14:30),5,54,0,0
شنبه تا جمعه 10 تا 19,7,72,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه (8 الی 17:00),5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه الی پنجشنبه ساعت 07:30 الی 17,6,66.5,0,0
8 الی 17,,,0,0
8-Jun,,,0,0
شنبه تا پنج شنبه (پنج شنبه نیمه وقت),,,0,0
شنبه تا چهارشنبه 7 تا 19 پنجشنبه اضافه کاری,6,84,0,0
شنبه تا چهارشنبه از 8:30 تا 17,5,51,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 9 الی 18,5,54,0,0
شنبه تا پنجشنبه از 9 تا 15,6,42,0,0
شنبه تا چهارشنبه از 8 تا 17,5,54,0,0
5 روز در هفته  - پنج شنبه ها تعطیل,,,0,0
شنبه تا چهارشنبه 7 - 15:30 و پنج شنبه ها 7 - 11:00,,,0,0
انتخابی,,,0,0
هر روز 8 ساعت,,,0,0
6/30 الی 18/30 با اضافه کار,,,0,0
ساعت کاری شنبه تا چهارشنبه 8.30 الی17:30 / پنج شنبه ها (دو بار در ماه) 8:30 الی 13,5,-75,0,0
شنبه تا چهارشنبه 7 تا 16,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 08:30 الی 15:30 و پنج شنبه ها 08:30 الی 13:30,5,47,0,0
شنبه تا چهارشنبه8 الی 17 و پنجشنبه ها یک هفته در میان تا 12:00,5,54,0,0
شنبه تا چهارشنبه ساعت8 - 17 و پنجشنبه ساعت 8 - 12,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 44 ساعت در هفته (پنج شنبه ها در صورت نیاز به حضور ),,,0,0
شنبه تا چهارشنبه 9 الی 17:30 پنجشنبه 9 الی 13:30,6,59.5,0,0
ساعت کاری دو شیفت احتمال یک شیفت هم میباشد,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30 پنج شنبه 8:30 الی 13,5,54,0,0
شنبه-چهارشنبه 7:30-16:15 - بعضی از پنجشنبه ها 7:30-13:15,,,0,0
44 ساعت در هفته(شنبه تا چهارشنبه),,,0,0
شنبه تا چهارشنه ساعت 7:00 الی 16:30,1,9.5,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا پنجشنبه طبق ساعت اداره کار,,,0,0
شنبه تا چهارشنبه از 8 تا 17,5,54,0,0
تک شیفت صبح 8 تا 15 تک شیفت عصر 15 تا 22,,,0,0
شنبه تا چهارشنبه8:00 صبح تا 5:30 بعد از ظهر,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:00 و پنجشنبه 8:30 الی 13,6,60,0,0
شنبه تا چهارشنبه 8تا 17,5,54,0,0
شنبه تا چهارشنبه 8:30 تا 17 پنجشنبه ها 8:30تا 14,6,59.5,0,0
شنبه تا چهارشنبه 7:15 لغایت 16,,,0,0
شنبه تا پنجشنبه 9 تا 18,6,63,0,0
شنبه تا پنج شنبه از 9/30تا 6 عصر پنج شنبه ها 9/30تا 14,1,-24,0,0
شنبه الی پنج شنبه ساعت 8 صبح لغایت 17 عصر,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 9 تا 1,5,-48,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
8 تا 16:45,,,0,0
شنبه تا چهارشنبه 7 الی 15:30,5,51,0,0
شنبه تا چهارشنبه ساعت  8 تا 17,5,54,0,0
شنبه تا چهارشنبه 7:30 الی 16:30,5,54,0,0
شنبه تا چهارشنبه از 8 لغایت 16:15 و پنجشنبه ها از 8 لغایت 12,,,0,0
هر روز هفته صبح از ساعت 11.30 تا 16.30 بعد از ظهر از ساعت 18.30تا 23.30,,,0,0
پاره وقت,,,0,0
شناور,,,0,0
منعطف,,,0,1
آزاد,,,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17,5,54,0,0
شنبه تا پنج شنبه 8:00 الی 16:00 یا 16:00 الی 23:00,1,8,0,0
شنبه الی چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه ساعت 8  الی 17:15,5,55.5,0,0
تمام وقت,,,0,0
بصورت شیفتی,,,0,0
شنبه الی چهارشنبه 07:00 الی17:00 - پنجشنبه 07:00 الی 12:00,6,70,0,0
Saturday to Wednesday 8:30- 16:45 Thursday 8:30- 12:30,,,0,0
شنبه تا چهارشنبه 8 تا 17 - پنج شنبه 8 - 14,5,54,0,0
شنبه الی چهارشنبه,,,0,0
شنبه تا چهارشنبه و پنجشنبه یک هفته در میان - 8 الی 16:45,,,0,0
شیفت های چرخشی، شیفت اول 7:30 الی 16:00 ، شیفت دوم 14:30 الی 22:30,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 16 و پنج شنبه 8 تا 12,5,52,0,0
شنبه تا چهارشنبه 7 تا 16:15 / 8:15 تا 17:30,5,55.5,0,0
شنبه تا چهارشنبه 7:00 تا 16:15,5,55.5,0,0
آزاد,,,0,0
شنبه تا چهارشنبه از ساعت 8:15 تا 17:30 و پنجشنبه 8 تا 12,6,63.5,0,0
شنبه تا چهارشنبه 9 تا 17 و پنجشنبه تا 13,5,48,0,0
شنبه تا چهارشنبه 8 تا 18,5,60,0,0
شنبه تا چهارشنبه از ساعت 08:00 الی 17:00 (یک ساعت نهار و استراحت) و پنج شنبه از ساعت 08:00 الی 12:00,5,58,0,0
5 روز در هفته,,,0,0
شنبه تا چهارشنبه 8:30 تا 17:30- پنج شنبه ها 8:30 تا 12:30,5,58,0,0
شنبه الی چهارشنبه 9 الی 18,5,54,0,0
شنبه تا چهارشنبه 8:00 تا 17:15،,5,55.5,0,0
شنبه تا چهارشنبه 8-17:20,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه از 8 تا 17,5,54,0,0
شنبه الی چهارشنبه 9 الی .18، پنجشنبه ها الی 14/جمعه و تعطیلات رسمی تعطیل بجز موارد خاص,,,0,0
8 ساعت,,,0,0
8 ساعت از شنبه تا چهارشنبه,,,0,0
,,,0,0
همه روزه از ساعت 10 الی  18 (18 تا 19 اضافه کار دارد) پنجشنیه ها تا 16,,,0,0
9:30 الی 16:30 شیفت صبح 16:00 الی 22:00 شیفت عصر,,,0,0
شنبه تا چهارشنبه 7.30 تا 16.30 و پنجشنبه ها تعطیل,5,-84,0,0
شنبه تا چهارشنبه 9 تا 17 - پنج شنبه 9 تا 14,5,53,0,0
روزهای شنبه تا چهارشنبه از ساعت 08:00 تا 17:00,5,54,0,0
شنبه تا چهارشنبه 7 تا 16,5,54,0,0
شنبه تا چهارشنبه 7:45 الی 17:00 و پنج شنبه ها تعطیل,5,55.5,0,0
شنبه الی چهارشنبه 8:00 -16:30 پنجشنبه تعطیل,,,0,0
شنبه تا چهارشنبه 8 تا 16,5,48,0,0
شنبه تا چهارشنبه - ساعت 8 الی 17,,,0,0
شنبه تا چهارشنبه 8 تا 16:30,5,51,0,0
شنبه تا 4 شنبه 8 الی 17,1,9,0,0
شنبه تا پنجشنبه,,,0,0
شنبه الی چهارشنبه از ساعت 8 الی 17,5,54,0,0
شنبه تا چهارشنبه  7/30 تا 15/30  وپنچشنبه ها تا 12,5,-90,0,0
شنبه تا چهارشنبه- 8 الی 17,,,0,0
شنبه تا چهارشنبه 8 الی 16 پنج شنبه تا 14,5,48,0,0
تمام هفته  از ساعت 7:30 تا 17:00,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:00 - پنجشنبه 8:00 الی 12,6,62,0,0
شنبه تا چهارشنبه 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنبه 9 تا 17 پنجشنبه ها تا 13,6,56,0,0
شنبه تا چهارشنبه 8:30 تا 16:3,5,45.3,0,0
شنبه تا چهارشنبه ساعت 7:30 الی 16:30,5,54,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا پنج شنبه 9 الی 17,1,8,0,0
شنبه الی چهارشنبه از ساعت 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه - 8:00 تا 17:00,,,0,0
شنبه تا چهارشنبه 7:30 الی 18:30,5,66,0,0
شنبه تا چهارشنبه از ساعت 8.30 الی 17 - پنج شنبه از ساعت 8.30 الی 13,5,-95,0,0
یکشنبه تا چهارشنبه 7.00 الی16 پنجشنبه ها 7.00 الی 14 روزهای شنبه تعطیل,6,112,0,0
دلخواه,,,0,0
شنبه تا سه شنبه از 8 لغایت 17 و چهارشنبه ها از 8 لغایت 16,,,0,0
.,,,0,0
پاره وقت بین روزهای شنبه تا پنجشنبه ساعت 8صبح تا 20,,,0,0
شنبه تا چهارشنبه 7.30 الی 15.30 پنج شنبه ها 7.30الی 12:00,5,-90,0,0
شنبه تا چهارشنبه از ساعت 7:30 تا 16:30,5,54,0,0
شنبه تا چهارشنبه 9 تا 17 - پنج شنبه 9 تا 13,5,52,0,0
شنبه تا چهارشنبه 8 الی 17 پنج شنبه ها 8 الی 12,5,54,0,0
شنبه الی چهارشنبه 8 الی  17,5,54,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8 تا 16.45,5,48,0,0
شنبه تا چهارشنبه 8:30 تا 17 پنج شنبه 8:30 تا 12:30,5,51,0,0
شنبه تا چهارشنبه 8:30 الی 17 و  پنجشنبه ها 8:30 الی 12:30,6,59,0,0
8 الی 16:30 و در صورت نیاز اضافه کاری,,,0,0
شنبه تا چهار شنبه از ساعت 8 الی 17,1,9,0,0
شنبه تا چهارشنبه ها 9-18 و پنجشنبه ها 9-14,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا پنجشنبه:8:00 الی 17:00,6,63,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 13,6,63,0,0
Saturday to Wednesday,,,0,0
شنبه تا چهارشنبه  7:00 الی 16:30,5,57,0,0
شنبه تا چهارشنبه 7:30 الی 17,5,57,0,0
,,,0,0
5 روز در هفته ، 44 ساعت,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه از ساعت 8 الی 18 پنجشنبه ها: 9 الی 13:30,6,70,0,0
شنبه تا چهارشنبه 8:30 الی 17,5,51,0,0
شنبه تا چهارشنبه,,,0,0
08:30 الی 17:30 پنج شنبه ها الی 13:30,1,9,0,0
شنبه تا چهارشنبه 06:30 الی 15:00 - پنجشنبه اضافه کاری,5,51,0,0
روزهای شنبه تا چهارشنبه از ساعت 8 صبح الی 17,,,0,0
,,,0,0
شنبه تا چهارشنبه  8 الی 17:15,5,55.5,0,0
شنبه تا چهارشنبه 8 تا 16,5,48,0,0
یکشنیه تا چهارشنبه ساعت 8 الی 17:15 پنج شنبه ها 8 الی 15:15 شنبه ها تعطیل,2,18.5,0,0
Saturday till Wednesday 08:00 to 17:00,,,0,0
زمان دلخواه,,,0,0
07:00 الی 17:45,,,0,0
توافقی,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه ها تا 12,6,63,0,0
شنبه تا چهارشنبه از ساعت 8:00 الی 17:30 می باشد,5,57,0,0
شنبه تا پنج شنبه ساعات منعطف,,,0,1
شنبه تا پنجشنبه,,,0,0
از شنبه تا چهارشنبه 9 الی 17 و پنجشنبه ها 9 الی 13,6,56,0,0
هر روز  و ساعت کاری منعطف,,,0,1
شنبه تا چهارشنبه 7:30 الی 17:30,5,60,0,0
مطابق قوانین وزارت کار,,,0,0
شنبه تا چهارشنبه 7الی17,5,60,0,0
شنبه تا چهارشنبه ساعت 8 تا 16:30 پنجشنبه ساعت 9 تا 13,6,59.5,0,0
طبق وزارت کار,,,0,0
5 روز کاری,,,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه ها 8 الی 12,6,63,0,0
,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 17,5,54,0,0
مطابق قوانین کار,,,0,0
